bts_id,latitude,longitude
434,38.44879913,-107.2722321
443,38.46231842,-107.1694183
415,38.50755692,-106.0243912
667,38.50938888,-118.435038
635,38.5149,-118.6295
659,38.53527832,-117.0722198
461,38.57265091,-106.9508743
430,38.60663223,-106.5168152
424,38.64603424,-109.0076523
655,38.6542778,-118.3121109
404,38.66164017,-106.8432465
650,38.69359589,-117.1607513
488,38.70758333,-107.6125833
41,38.70796204,-117.1060944
405,38.713717,-105.537297
432,38.71424484,-105.1478653
42,38.78436279,-118.8340302
476,38.811256,-107.727856
441,38.81287766,-106.9016113
431,38.82165146,-106.5570145
660,38.83722305,-118.3227768
416,38.85211182,-106.1228333
679,38.85857,-115.00391
486,38.859386,-107.597853
677,38.8677,-117.898
475,38.8866,-105.901
695,38.905472,-115.68825
423,38.93489075,-105.4925003
603,38.96583176,-118.8889999
466,38.97819166,-105.6174056
413,38.98015976,-105.354187
412,38.99427032,-105.9642029
670,39.02143,-114.1024361
411,39.04980469,-105.5136948
433,39.06944275,-108.1505585
410,39.07805634,-105.7484436
10628,39.196411,-114.8553
495,39.19994444,-104.4983
658,39.20222092,-117.0983353
407,39.20933151,-105.9965591
406,39.2203331,-105.7864151
608,39.2254982,-118.1525497
448,39.24226761,-106.2823639
10617,39.244672,-114.868553
477,39.247325,-107.9648194
10629,39.247883,-114.892619
623,39.257025,-118.7890139
10619,39.257617,-114.861942
409,39.2733,-105.9595583
465,39.28626388,-106.0682944
38,39.29780197,-118.4767456
10621,39.318353,-114.868303
425,39.346138,-104.4232788
3611,39.38504805,-104.8676561
2611,39.38504805,-104.8676561
1500,39.385325,-104.867038
10616,39.397933,-114.780733
417,39.3999176,-107.3375015
39,39.4056282,-118.7261429
478,39.41980277,-105.5326111
440,39.42277908,-104.5335999
420,39.43517685,-104.623024
34,39.44513333,-118.8381306
607,39.44965833,-115.9991
602,39.453686,-117.054639
33,39.46660995,-118.7750015
614,39.47157669,-119.0883484
484,39.47295,-107.2236222
31,39.47611237,-118.796257
35,39.48472977,-118.8570175
36,39.48916626,-118.7527771
40,39.48941803,-118.6407623
453,39.49698611,-105.51045
687,39.51922777,-117.7584278
30,39.53491667,-118.9932222
923,39.64281666,-112.3861167
459,39.70319166,-107.932775
688,39.71055638,-116.9506197
692,39.755919,-119.46135
32,39.78655243,-118.9384155
696,39.791158,-116.168731
452,39.86283055,-107.9595167
467,39.92755,-107.734878
691,39.94373611,-116.4705
471,40.00151111,-107.8082833
402,40.015197,-107.877586
474,40.05691111,-107.99705
662,40.10095215,-116.2751541
684,40.11089,-116.56284
624,40.11802673,-118.7275391
683,40.18159,-117.47569
613,40.187811,-118.466244
652,40.1936,-117.4109
618,40.27426529,-118.3528214
633,40.38305664,-119.4000015
663,40.41505051,-117.2063446
646,40.42599869,-119.35186
672,40.64441666,-116.3395
632,40.65027618,-119.3536148
627,40.65027618,-119.3536148
10627,40.65027618,-119.3536148
669,40.7107,-116.831
611,40.71598434,-118.2297668
673,40.72391666,-116.113361
674,40.737639,-115.574639
10674,40.737639,-115.574639
20674,40.737639,-115.574639
30674,40.737639,-115.574639
686,40.742999,-119.186273
671,40.763575,-117.4812417
1105,40.839269,-115.789492
676,40.84111111,-115.7805556
10676,40.84111111,-115.7805556
20676,40.84111111,-115.7805556
30676,40.84111111,-115.7805556
656,40.88000107,-118.6533356
657,40.88416672,-118.7002792
675,40.894323,-115.630418
661,40.896496,-117.755958
622,40.896496,-117.755958
20661,40.896496,-117.755958
609,40.93347168,-117.4000854
664,40.95958333,-117.7447222
626,40.97443008,-117.7241898
625,41.01027679,-117.7643585
957,41.22430555,-106.8187667
953,41.22505569,-106.0838852
631,41.22805405,-117.2249985
615,41.29958344,-117.6628647
10615,41.29958344,-117.6628647
951,41.47331619,-106.7488098
640,41.47432327,-118.0575104
952,41.48720169,-106.0500031
643,41.53995,-118.4433278
699,41.591878,-119.879763
955,41.60879898,-104.2463913
641,41.63218307,-117.7419815
922,41.83,-113.768889
639,41.848175,-118.5914167
678,41.964125,-117.649811
642,41.99284363,-117.6995544
954,42.21111298,-104.5438919
638,42.32152176,-117.8753967
950,43.49966812,-109.6887741
958,43.532989,-109.631353
956,44.67741776,-104.5916367
945,45.460398,-112.204478
947,45.46867472,-106.4607122
946,45.53441666,-106.9683389
943,45.60266111,-106.2937833
944,45.61763961,-106.6809614
942,45.62935277,-106.49045
941,46.46188736,-110.8563309
940,48.0316658,-115.8555527
930,48.21861267,-101.3041687
